"","VT02","VT03","VT04","VT05","VT06","VT07","VT08","VT09","VT10","VT11","VT12"
"table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","PC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT06",NA,NA,NA,NA,NA,"-0.183886193645309","0.168827430951563","0.0753748200466423","-0.232599973080878","0.364222760641927","-0.00918568965625904"
"VT07",NA,NA,NA,NA,NA,NA,"0.665329222021637","0.510606351681703","0.433635961127388","0.152422067978213","0.717735643165762"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.70129596472659","0.355429103146077","0.744960226721903","0.912163774254361"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.809697260659268","0.680035318166562","0.722494390855126"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.327683239279535","0.449546196302854"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.681115982098925"
"","PC2 absolute values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.42778586183596","0.494208408244323","0.793904525110245","0.730100706130554","0.363686816027356","0.391064856011296","0.668761229269107","0.552145217492346","0.280237135841891","0.594786772619406","0.396979541249102"
"VT02",NA,"0.648201521757742","0.737674643004765","0.646798133514617","0.408462251710533","0.409680059762725","0.630866942862404","0.643848525817761","0.500327378578981","0.736775358721413","0.704669404357174"
"VT03",NA,NA,"0.681383147431092","0.808583788756105","0.0632408235162797","0.7489084597968","0.941351261977774","0.667419888246343","0.381783475225842","0.599349611701575","0.952828183435406"
"VT04",NA,NA,NA,"0.689674683942946","0.367673440027437","0.30358228257536","0.785006764242004","0.589897467443364","0.246612275923864","0.878164430203515","0.651446958668285"
"VT05",NA,NA,NA,NA,"0.097349441635409","0.788034097466355","0.866790741115028","0.807333526722557","0.541090780825061","0.620523570981039","0.829606996778744"
"VT06",NA,NA,NA,NA,NA,"0.183886193645309","0.168827430951563","0.0753748200466423","0.232599973080878","0.364222760641927","0.00918568965625904"
"VT07",NA,NA,NA,NA,NA,NA,"0.665329222021637","0.510606351681703","0.433635961127388","0.152422067978213","0.717735643165762"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.70129596472659","0.355429103146077","0.744960226721903","0.912163774254361"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.809697260659268","0.680035318166562","0.722494390855126"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.327683239279535","0.449546196302854"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.681115982098925"
"","PC2 p-values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.189354288009732","0.122300000345132","0.00352691428438868","0.0107397412251695","0.27156604438985","0.234337151246085","0.0244531384092635","0.0782069276425837","0.403904927732299","0.053592445030001","0.226707658279488"
"VT02",NA,"0.0310031735839835","0.00956289231899958","0.0314908676748754","0.212316827093259","0.210823209950331","0.0374099498608945","0.0325333884798046","0.117028540374558","0.00969746613344205","0.0154640224344635"
"VT03",NA,NA,"0.0209566106723245","0.00258728422712263","0.853447066444779","0.00799408442835957","1.54064890216364e-05","0.0248475047217482","0.246606128230745","0.0513214980325074","5.88019623572338e-06"
"VT04",NA,NA,NA,"0.0188633529428245","0.265950040883616","0.364112434943015","0.00420724825648091","0.0561010941533497","0.46475608169618","0.000376585272414892","0.0298956971102179"
"VT05",NA,NA,NA,NA,"0.77583829028764","0.00396576947038597","0.000553172128287278","0.00265907509122021","0.0856379623698668","0.0416430563641918","0.00158301570459851"
"VT06",NA,NA,NA,NA,NA,"0.588340731243579","0.61972847431675","0.825669867217795","0.491280223780601","0.270807205084963","0.978615895626903"
"VT07",NA,NA,NA,NA,NA,NA,"0.0254711261113204","0.10850700726852","0.18271253614165","0.654581901286206","0.0128818538397645"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.0161869221683812","0.283408744415885","0.00852220468627676","9.08681858814466e-05"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.00252457141663116","0.021311861144855","0.0120239854737603"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.325252377116743","0.16537499206278"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0210266904324918"
"","PC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","-0.523311534244025","-0.0563434298432503","0.47100970169281","0.00369463433456139","-0.00683477367722267","0.171398150684591","0.218363752581907","0.297907862840764","0.12250975093599","-0.119867209543895","-0.17891275525865"
"VT02",NA,"0.432128627155524","-0.228119462060483","0.348973635843095","-0.22993565120147","0.0752532700518492","0.0972801338336601","-0.11603206373718","-0.0560740926525871","0.317245462783301","0.266593084419107"
"VT03",NA,NA,"0.00409836961807838","-0.0371259483912301","-0.446489079162491","0.563528272295401","0.897302610797881","-0.0598392546058904","-0.0706890655560284","0.157515479206725","0.648973682428264"
"VT04",NA,NA,NA,"0.0573241147756749","0.245858135807838","-0.129934179903452","0.139275989764672","0.456856803237062","-0.0169902079130431","-0.446622217030185","-0.085628974934428"
"VT05",NA,NA,NA,NA,"0.224583034874843","-0.471828024147464","-0.0479674641926779","0.752085616179807","-0.599688039910048","-0.229480671249697","-0.472020802431767"
"VT06",NA,NA,NA,NA,NA,"-0.426740104876525","-0.393070128687804","0.18455647252561","-0.622697503227596","-0.296251195509951","-0.300651561667681"
"VT07",NA,NA,NA,NA,NA,NA,"0.511563652520154","-0.319298451236082","0.261954594466388","0.347748514457273","0.265327117528832"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.156341767159897","-0.113294024089235","-0.0341336261137861","0.493767341256189"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"-0.464018768510997","-0.513716405915998","-0.625626317660109"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0906986117206881","0.269872544578245"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.114898626323599"
"","PC3 absolute values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.523311534244025","0.0563434298432503","0.47100970169281","0.00369463433456139","0.00683477367722267","0.171398150684591","0.218363752581907","0.297907862840764","0.12250975093599","0.119867209543895","0.17891275525865"
"VT02",NA,"0.432128627155524","0.228119462060483","0.348973635843095","0.22993565120147","0.0752532700518492","0.0972801338336601","0.11603206373718","0.0560740926525871","0.317245462783301","0.266593084419107"
"VT03",NA,NA,"0.00409836961807838","0.0371259483912301","0.446489079162491","0.563528272295401","0.897302610797881","0.0598392546058904","0.0706890655560284","0.157515479206725","0.648973682428264"
"VT04",NA,NA,NA,"0.0573241147756749","0.245858135807838","0.129934179903452","0.139275989764672","0.456856803237062","0.0169902079130431","0.446622217030185","0.085628974934428"
"VT05",NA,NA,NA,NA,"0.224583034874843","0.471828024147464","0.0479674641926779","0.752085616179807","0.599688039910048","0.229480671249697","0.472020802431767"
"VT06",NA,NA,NA,NA,NA,"0.426740104876525","0.393070128687804","0.18455647252561","0.622697503227596","0.296251195509951","0.300651561667681"
"VT07",NA,NA,NA,NA,NA,NA,"0.511563652520154","0.319298451236082","0.261954594466388","0.347748514457273","0.265327117528832"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.156341767159897","0.113294024089235","0.0341336261137861","0.493767341256189"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.464018768510997","0.513716405915998","0.625626317660109"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0906986117206881","0.269872544578245"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.114898626323599"
"","PC3 p-values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.0985442742518864","0.869305384608085","0.143654579091867","0.991398254402864","0.984088082527516","0.614327901352145","0.518891191766657","0.373593088732961","0.71971009272776","0.725551981776381","0.598640248636082"
"VT02",NA,"0.184410094132377","0.499899430450142","0.292863120286197","0.496397685830321","0.825947282587836","0.775994367906796","0.734053702806435","0.869925551160883","0.341799786551038","0.428106716644594"
"VT03",NA,NA,"0.99045832409304","0.913701868124677","0.168624227574154","0.0710177876618241","0.000179604269856334","0.861262126610825","0.836376917079389","0.643690635969666","0.0307371121363216"
"VT04",NA,NA,NA,"0.867047853898108","0.466166667689266","0.703369549455826","0.682968637641698","0.15776272518363","0.960456556302244","0.16848191098926","0.80233387602565"
"VT05",NA,NA,NA,NA,"0.506748648979011","0.142864056121994","0.888620963979677","0.00758679194935474","0.0511557345891912","0.497273909579678","0.142678226151726"
"VT06",NA,NA,NA,NA,NA,"0.190556719177867","0.231733995007591","0.586957815181479","0.040727110681301","0.376384423644553","0.368993450506667"
"VT07",NA,NA,NA,NA,NA,NA,"0.107734507246407","0.338510778774408","0.436488714867544","0.294676744854683","0.430386707779136"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.646194908799447","0.740139865637979","0.920637697625972","0.122685749168322"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.150520147415553","0.106010393118972","0.0395153322997731"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.790848780638235","0.422227422121338"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736571482410349"
