"","VT02","VT03","VT04","VT05","VT06","VT07","VT08","VT09","VT10","VT11","VT12"
"table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","PC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT02",NA,"-0.457608484597868","-0.16114868702785","0.181441836521958","-0.661340043969669","0.436241803561079","-0.66553173168858","0.329509637367853","0.391615978558029","-0.0323093546301932","-0.398995346281408"
"VT03",NA,NA,"0.175201087795723","-0.0355305833324201","0.162550370332998","-0.280948761121315","0.557067484801096","0.101112416409069","0.208312415207934","-0.208780950548616","0.632465707381698"
"VT04",NA,NA,NA,"0.0765159716838777","-0.0877665856569592","0.423790049656453","0.0504994302995054","-0.0952240177336816","-0.0434794546549713","0.40832252391562","0.553814494873096"
"VT05",NA,NA,NA,NA,"-0.368156027070897","0.513636158766995","0.226075939514978","-0.131998971727503","0.377159675864768","0.203531621405167","-0.279068981266387"
"VT06",NA,NA,NA,NA,NA,"-0.205844850071117","0.520848699998655","-0.0648307003757541","-0.146939124928266","0.330924110300061","0.332674542820654"
"VT07",NA,NA,NA,NA,NA,NA,"-0.122680530516825","0.0112634041155202","0.429781066872208","0.59933153249341","0.0734829153743451"
"VT08",NA,NA,NA,NA,NA,NA,NA,"-0.0825097199005013","-0.0339448752248512","0.0198784509441408","0.493414464206348"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.186079843632057","-0.112684993939678","0.282870663669796"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0660429223564769","-0.143595872857604"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.104369844295524"
"","PC2 absolute values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.635722834431324","0.0465585994095853","0.268580341351828","0.0374637286322482","0.34799161297182","0.233598542825139","0.355077970519908","0.596042790560634","0.372505272351346","0.13037458133257","0.156231600746387"
"VT02",NA,"0.457608484597868","0.16114868702785","0.181441836521958","0.661340043969669","0.436241803561079","0.66553173168858","0.329509637367853","0.391615978558029","0.0323093546301932","0.398995346281408"
"VT03",NA,NA,"0.175201087795723","0.0355305833324201","0.162550370332998","0.280948761121315","0.557067484801096","0.101112416409069","0.208312415207934","0.208780950548616","0.632465707381698"
"VT04",NA,NA,NA,"0.0765159716838777","0.0877665856569592","0.423790049656453","0.0504994302995054","0.0952240177336816","0.0434794546549713","0.40832252391562","0.553814494873096"
"VT05",NA,NA,NA,NA,"0.368156027070897","0.513636158766995","0.226075939514978","0.131998971727503","0.377159675864768","0.203531621405167","0.279068981266387"
"VT06",NA,NA,NA,NA,NA,"0.205844850071117","0.520848699998655","0.0648307003757541","0.146939124928266","0.330924110300061","0.332674542820654"
"VT07",NA,NA,NA,NA,NA,NA,"0.122680530516825","0.0112634041155202","0.429781066872208","0.59933153249341","0.0734829153743451"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.0825097199005013","0.0339448752248512","0.0198784509441408","0.493414464206348"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.186079843632057","0.112684993939678","0.282870663669796"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0660429223564769","0.143595872857604"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.104369844295524"
"","PC2 p-values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.0355300348284809","0.891875520954306","0.424539377805139","0.912919266788271","0.294316380415946","0.489368256144663","0.283918575769497","0.0529605992154082","0.259232185770634","0.702403719698391","0.646430133408313"
"VT02",NA,"0.156992611220056","0.635959844754193","0.593394356883723","0.0266916302775517","0.17980033562543","0.0254102407435625","0.322401780000932","0.233620021477936","0.9248685957029","0.224141098359004"
"VT03",NA,NA,"0.606370168939371","0.917399080763624","0.632985965667833","0.402661491083946","0.0750412385725222","0.76737556871833","0.538771839495097","0.537838209168175","0.0367835343293119"
"VT04",NA,NA,NA,"0.823066276116834","0.79748677990175","0.193973551303928","0.882775887368464","0.780627996947368","0.898993671543234","0.212488600461797","0.0771235587139212"
"VT05",NA,NA,NA,NA,"0.265274706083457","0.106074338069884","0.503852315373148","0.698844746253181","0.25285326555258","0.548336246149633","0.40595015276255"
"VT06",NA,NA,NA,NA,NA,"0.543699830888806","0.10042676259407","0.849798355986258","0.666373965980745","0.320203338719057","0.317493913274183"
"VT07",NA,NA,NA,NA,NA,NA,"0.719333007807987","0.973780316998994","0.187072922818221","0.0513303636415882","0.829989800081484"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.809418071548699","0.921075369676233","0.953740132443399","0.12299492926595"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.583819417881563","0.741495461365174","0.399312755632744"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.847018122245568","0.673597835963039"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.760068129032976"
"","PC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.165676739260929","-0.0632875591945534","-0.0577545755949165","0.511878157453401","-0.342830329499712","0.0772896853242438","0.0511592299724209","0.347431757774506","-0.22173357327494","-0.657557969869208","-0.528491500124698"
"VT02",NA,"0.606372881796016","0.0912087103692906","-0.281855993951025","-0.298330348830939","-0.0119976532537812","-0.071486554476114","0.425001682060703","-0.580538617084023","-0.134536428842157","-0.288882954428379"
"VT03",NA,NA,"0.448009954023343","-0.00497643126789967","-0.048520072563071","-0.121668171591678","0.252177793014578","-0.0502195565069772","-0.0689309125970038","-0.257864368635592","0.190633611108529"
"VT04",NA,NA,NA,"0.0171308214576881","0.698807395790544","-0.21112986153613","0.303144249786098","0.0625097302010061","0.309180587150369","-0.176326136022001","0.730519336879075"
"VT05",NA,NA,NA,NA,"-0.152207429392047","-0.0386499763055905","0.195127765168676","-0.0867426589097579","0.192737188087996","-0.324742276888816","-0.0298484099779488"
"VT06",NA,NA,NA,NA,NA,"-0.23711171928122","0.527950010806969","-0.268526063960039","0.665018831298214","0.191357312710882","0.835057074896966"
"VT07",NA,NA,NA,NA,NA,NA,"-0.195243242692377","-0.245035962474636","-0.185768437219212","-0.308988836652821","-0.353821356946768"
"VT08",NA,NA,NA,NA,NA,NA,NA,"-0.664083404300758","0.763007814736652","-0.24080899342438","0.392352542589588"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"-0.773637730959957","0.156225064584918","-0.309287713252569"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.109018945143249","0.620054490167223"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.149919756533396"
"","PC3 absolute values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.165676739260929","0.0632875591945534","0.0577545755949165","0.511878157453401","0.342830329499712","0.0772896853242438","0.0511592299724209","0.347431757774506","0.22173357327494","0.657557969869208","0.528491500124698"
"VT02",NA,"0.606372881796016","0.0912087103692906","0.281855993951025","0.298330348830939","0.0119976532537812","0.071486554476114","0.425001682060703","0.580538617084023","0.134536428842157","0.288882954428379"
"VT03",NA,NA,"0.448009954023343","0.00497643126789967","0.048520072563071","0.121668171591678","0.252177793014578","0.0502195565069772","0.0689309125970038","0.257864368635592","0.190633611108529"
"VT04",NA,NA,NA,"0.0171308214576881","0.698807395790544","0.21112986153613","0.303144249786098","0.0625097302010061","0.309180587150369","0.176326136022001","0.730519336879075"
"VT05",NA,NA,NA,NA,"0.152207429392047","0.0386499763055905","0.195127765168676","0.0867426589097579","0.192737188087996","0.324742276888816","0.0298484099779488"
"VT06",NA,NA,NA,NA,NA,"0.23711171928122","0.527950010806969","0.268526063960039","0.665018831298214","0.191357312710882","0.835057074896966"
"VT07",NA,NA,NA,NA,NA,NA,"0.195243242692377","0.245035962474636","0.185768437219212","0.308988836652821","0.353821356946768"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.664083404300758","0.763007814736652","0.24080899342438","0.392352542589588"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.773637730959957","0.156225064584918","0.309287713252569"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.109018945143249","0.620054490167223"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.149919756533396"
"","PC3 p-values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.626370500626777","0.853339772630674","0.86605721626479","0.107481496686519","0.302019407565965","0.821301920963689","0.88125358183931","0.295146662796457","0.512296659085053","0.0278863675992131","0.0946606609836085"
"VT02",NA,"0.0479562791860143","0.789695196353882","0.401079003554835","0.37288292708136","0.972071640688659","0.834552829387556","0.192565773602695","0.0611239723168554","0.693296174240627","0.388926404312012"
"VT03",NA,NA,"0.167002904639619","0.988414160424269","0.887344826297088","0.721569135281304","0.454406709567407","0.883421726651891","0.840400865829028","0.443943798710029","0.574476495191035"
"VT04",NA,NA,NA,"0.960129511903266","0.0167355243473145","0.533167729991874","0.364839846377951","0.855125768983682","0.354881537210155","0.604023270236214","0.0106720840349198"
"VT05",NA,NA,NA,NA,"0.65504221080778","0.910171409637056","0.565313457497338","0.799807773672274","0.570180367972351","0.329870728471793","0.930578833941361"
"VT06",NA,NA,NA,NA,NA,"0.482667845049308","0.0950618501760426","0.424636621403051","0.0255646465499102","0.572997062359699","0.00137901084190844"
"VT07",NA,NA,NA,NA,NA,NA,"0.565078776251827","0.46770672838545","0.584460444170674","0.355195683896295","0.285747303982591"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.025847958396601","0.00630177840255635","0.475660897949513","0.232663588459519"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.00521203135600409","0.646444090172165","0.354706094230883"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.749669272221639","0.0418425502264808"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.659954976338699"
